user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes	Does the explanation justify the answer?:::No	Does the explanation justify the answer?:::Yes	Does the explanation justify the answer?:::Weakly Yes	Does the explanation justify the answer?:::Weakly No	reason:::Contain hallucinated content (not present in the premise)	reason:::None (only if the previous answer is Yes)	reason:::Too trivial (only repeating one of the sentences)	reason:::Insufficient justification	reason:::Does not make sense (nonsensical)	reason:::Irrelevant to the task
61747e90d6980cdffa3de99d	157	"<strong>Hypothesis:</strong> the british national team will play greece in the eurobasket 2017 next month.<br> <hr size=""2""><strong>Premise:</strong> Coverage will be on BBC iPlayer and the BBC Sport website and app. The two teams faced off in Patras, Greece, earlier this month, with European title contenders Greece running out winners, 92-64. Three members of that team will be missing at the Copper Box, however, offering GB a chance of revenge. ""I think it's going to be amazing - I'm from Stratford so I love playing there [at the Copper Box],"" said GB guard Teddy Okereafor. ""This is the level we need to be playing at to make sure we're 100% ready for EuroBasket this year. ""We've got a couple of guys who are going to be playing for the first time in London so it's going to be exciting for them - I think the atmosphere's going to be great."" The game will be Britain's only home game before they compete at FIBA EuroBasket 2017, which starts at the beginning of September with a qualifying group in Istanbul, Turkey. After they play Greece, coach Joe Prunty's team travel to a four-team tournament in Poland, their last warm-up games before EuroBasket starts. (BST) 17:30-19:30 - BBC iPlayer 17:30-19:30 - BBC Sport website<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the british national team will play greece in the eurobasket 2017 next month."				1				6				
60d965056037d4799e4a4f99	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
60d965056037d4799e4a4f99	451	"<strong>Hypothesis:</strong> rescuers in the southern indian state of uttar pradesh are searching for the death of 10 whales after they were stranded on a beach on the southern island of<br> <hr size=""2""><strong>Premise:</strong> Thirty-six whales were rescued and pushed back into the sea at Tuticorin on Tuesday, but 28 of them floated back to the shore and died on Wednesday. Earlier, 45 whales died after 81 of the animals were stranded on Monday. The last time such an incident occurred in Tuticorin was in 1973 when 147 whales died. Local fishermen, helped by officials, have been using mechanised boats to float the stranded whales back into the sea, but many of the animals have returned to the shore, BBC Hindi's Imran Qureshi reports. ""This is a well known phenomenon. When there is mass stranding, whales return ashore. Pilot whales are very social animals and they live in groups. They are very aware that some of their group members are in distress on the shore, possibly dead, so they don't wish to go back into the sea,"" whale expert Dr Kumaran Sathasivam said. The dead whales are being buried near the shore at Tuticorin, officials say.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  28 of the 36 whales rescued and pushed back into the sea at Tuticorin on Wednesday died. rescuers are still searching for 10 whales who died in the incident."					2					2		
60d965056037d4799e4a4f99	471	"<strong>Hypothesis:</strong> Five kids are standing close together and one kid has a gun<br> <hr size=""2""><strong>Premise:</strong> Five children are standing in front of a wooden hut<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  not all children have a gun."					2					2		
60d965056037d4799e4a4f99	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
60d965056037d4799e4a4f99	410	"<strong>Hypothesis:</strong> The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white<br> <hr size=""2""><strong>Premise:</strong> A person is wearing a red jacket and holding a beer<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  a person is wearing a red jacket and holding a beer does not indicate that the woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white"				1				6				
60d965056037d4799e4a4f99	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
60d965056037d4799e4a4f99	104	"<strong>Hypothesis:</strong> Absinthe is an alcohol brand .<br> <hr size=""2""><strong>Premise:</strong> Absinthe is a French sports apparel brand , specialized in making swimming costumes and cycling gear .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  Absinthe is a French sports apparel brand and not an alcohol brand."						3				2		
60d965056037d4799e4a4f99	45	"<strong>Hypothesis:</strong> Lampard almost scored a goal with Ballack 's help in the final match of the 2008 UEFA Champions League final .<br> <hr size=""2""><strong>Premise:</strong> The game moved into extra time , and both teams had chances to score a vital second goal , with a Lampard left-footer hitting the underside of the crossbar and Giggs having a shot headed off the line by Terry .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  lampard almost scored a goal with ballack's help in the final match of the 2008 UEFA champions league final."						3			4			
60d965056037d4799e4a4f99	228	"<strong>Hypothesis:</strong> My Neighbor Totoro sold more than 3.7 million DVDs after July 2018 .<br> <hr size=""2""><strong>Premise:</strong> In the United States , the 2010 DVD release sold 3.61million units and grossed as of April 2018 .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  my neighbor totoro sold more than 3.7 million dvds after july 2018."					2				4			
60d965056037d4799e4a4f99	189	"<strong>Hypothesis:</strong> A man is laying a cover over a wild horse that is falling on the track<br> <hr size=""2""><strong>Premise:</strong> A horse is tossing the cowboy wearing pants of blue and red color<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  a cowboy wearing pants of blue and white color is tossing the horse."						3					1	
60d965056037d4799e4a4f99	307	"<strong>Hypothesis:</strong> A man is buttering a piece of bread<br> <hr size=""2""><strong>Premise:</strong> There is no lemur hanging on a cord<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  a man is buttering a piece of bread."			4								1	
60d965056037d4799e4a4f99	264	"<strong>Hypothesis:</strong> The person is setting fire to the cameras<br> <hr size=""2""><strong>Premise:</strong> A person is burning some cameras with a blow torch<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the person is setting fire to the cameras."				1					4			
60d965056037d4799e4a4f99	473	"<strong>Hypothesis:</strong> A girl is communicating with sign language<br> <hr size=""2""><strong>Premise:</strong> A girl is using sign language<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a girl is using sign language."				1				6				
60e876e2e940a78be7f92b49	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
60e876e2e940a78be7f92b49	439	"<strong>Hypothesis:</strong> a man has been arrested on suspicion of murder after a man was stabbed to death in south yorkshire.<br> <hr size=""2""><strong>Premise:</strong> Adrian Fatchett, 52, was injured at a house in Highfield Avenue, Athersley South, said South Yorkshire Police. Mr Fatchett died on Saturday night despite being treated at the scene by paramedics, officers said. A 17-year-old boy arrested on suspicion of murder has been bailed and investigations continue, said police.<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the man was stabbed to death on Saturday night, police said."				1				6				
60e876e2e940a78be7f92b49	377	"<strong>Hypothesis:</strong> On the opening weekend , The Little Hours film was played in 2 theaters with gross sales of more than $ 61,555 .<br> <hr size=""2""><strong>Premise:</strong> The Little Hours opened in 2 theaters on it 's opening weekend and has currently grossed $ 61,560.<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the little hours film was played in 2 theaters on its opening weekend and has currently grossed $ 61,560."				1				6				
60e876e2e940a78be7f92b49	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
60e876e2e940a78be7f92b49	471	"<strong>Hypothesis:</strong> Five kids are standing close together and one kid has a gun<br> <hr size=""2""><strong>Premise:</strong> Five children are standing in front of a wooden hut<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  not all children have a gun."			4							2		
60e876e2e940a78be7f92b49	400	"<strong>Hypothesis:</strong> A clown is singing and people are dancing<br> <hr size=""2""><strong>Premise:</strong> There is no clown singing and people are not dancing<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  one cannot be singing and dancing simultaneously."			4									3
60e876e2e940a78be7f92b49	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
60e876e2e940a78be7f92b49	344	"<strong>Hypothesis:</strong> members of the russian parliament are due to call for a referendum on russia's future in crimea.<br> <hr size=""2""><strong>Premise:</strong> Pro-Kremlin party A Just Russia put forward both bills, and linked them directly to the situation in Ukraine. Separatist and pro-Russian feelings are strong in Ukraine's Crimea region, which is now the focus of the crisis. Russian MPs say a referendum or a plea from a territory's leaders would be enough to trigger the new provisions. There are already many Russian citizens in Crimea. In Sevastopol, base of the Russian Black Sea Fleet, a majority hold Russian passports. Under Russia's existing law, a neighbouring state would have to sign a treaty with Russia to allow part of its territory to become a new ""subject"" of the Russian Federation. But Mikhail Yemelyanov, deputy leader of A Just Russia, said the law had been drafted for peaceful times, and did not go far enough for situations where a state was falling apart. ""In conditions where a neighbouring state is disintegrating I don't think the Russian Federation should be restricted in its ability to accept a territory whose people have expressed a clear will and desire to be in Russia,"" he said. Since Russia's war with Georgia in 2008, the breakaway Georgian territories of Abkhazia and South Ossetia have come under Moscow's control. Russia poured troops into both regions to help pro-Russian separatists who did not recognise Georgia's authority. The other bill to be considered by the Duma - Russia's lower house - would speed up the procedures for issuing Russian passports. Passport applicants would not have to pay a state tax, and previous residence in Russia would no longer be required. In addition, they would not have to have sufficient funds to support themselves and would not have to give up their Ukrainian citizenship. The bill's preamble says it is aimed ""at supporting the fraternal people of Ukraine, especially the Russian-speaking ones, who are defenceless in the face of the 'brown threat',"" a reference to World War Two fascists who wore brown uniforms. The bill would allow Ukrainians to apply for Russian passports at Russian diplomatic missions before 1 August, and they could become citizens after two months, instead of waiting a year, as is currently the norm. The plan to have a new fast-track procedure for issuing Russian passports was announced in Sevastopol on Thursday by A Just Russia leader Sergei Mironov. Several Russian MPs have also gone to Crimea, including Russian celebrities - former Olympic ice skating champion Irina Rodnina, former cosmonaut Valentina Tereshkova and heavyweight boxer Nikolai Valuev.<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  party A Just Russia put forward both bills. one would speed up procedures for issuing Russian passports."				1				6				
60e876e2e940a78be7f92b49	239	"<strong>Hypothesis:</strong> A man is playing an instrument<br> <hr size=""2""><strong>Premise:</strong> A man is playing the guitar<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a guitar is an instrument."				1				6				
60e876e2e940a78be7f92b49	318	"<strong>Hypothesis:</strong> The Broncos wanted to improve from the 2017 season where they were 5-11 .<br> <hr size=""2""><strong>Premise:</strong> On March 14 , 2018 , Keenum signed a two-year , $ 36 million contract with the Denver Broncos .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  just because the Broncos signed Keenum does not mean they are trying to improve from the 2017 season where they were 5-11."					2					2		
60e876e2e940a78be7f92b49	480	"<strong>Hypothesis:</strong> Chadwick Boseman is partly descendant of Krio people from Sierra Leone .<br> <hr size=""2""><strong>Premise:</strong> According to Boseman , DNA testing has indicated that his ancestors were , Krio people from Sierra Leone Yoruba people from Nigeria and Limba people from Sierra Leone .<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the fact that Chadwick Boseman is partly descendant of Krio people from Sierra Leone indicates that he is partly descendant of Krio people from Sierra Leone."				1				6				
606e25a44f91ae062662e014	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
606e25a44f91ae062662e014	454	"<strong>Hypothesis:</strong> On the opening weekend , The Little Hours film was played in 2 theaters with gross sales of less than $ 61,555 .<br> <hr size=""2""><strong>Premise:</strong> The Little Hours opened in 2 theaters on it 's opening weekend and has currently grossed $ 61,560.<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the little hours film was played in 2 theaters on its opening weekend."					2				4	2		
606e25a44f91ae062662e014	58	"<strong>Hypothesis:</strong> if you want to know about the future of the rio olympics, have been taking part in this year's olympic games in rio.<br> <hr size=""2""><strong>Premise:</strong> Media playback is not supported on this device He initially experienced racial abuse, but explains to BBC Sport's Nick Hope how he overcame that and after briefly considering representing France, is now targeting a medal at the 2016 Rio Olympics. If you'd like to find out about how to get into martial arts, read our special guide.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  he has been taking part in this year's olympic games in rio, but he is not taking part in the 2016 olympics."						3				2	1	
606e25a44f91ae062662e014	65	"<strong>Hypothesis:</strong> A man is standing beside a large and colorful birdcage<br> <hr size=""2""><strong>Premise:</strong> A man is standing beside a birdcage which is large and colorful<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a man is standing beside a birdcage which is large and colorful."				1				6				
606e25a44f91ae062662e014	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
606e25a44f91ae062662e014	301	"<strong>Hypothesis:</strong> A man is riding a bicycle<br> <hr size=""2""><strong>Premise:</strong> A man is riding an electric bicycle<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a man is riding an electric bicycle means a man is riding a bicycle"				1				6				
606e25a44f91ae062662e014	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
606e25a44f91ae062662e014	259	"<strong>Hypothesis:</strong> Based on more than 20 critics , the film The DUFF scored under 53 % on Metacritic .<br> <hr size=""2""><strong>Premise:</strong> On Metacritic , which assigns a normalized rating out of 100 based on reviews from critic , the film has a score of 54 based on 15 reviews , indicating `` mixed or average reviews '' .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the film the DUFF scored under 53 % on metacritic."				1					4	2		
606e25a44f91ae062662e014	31	"<strong>Hypothesis:</strong> Absinthe is an alcohol brand .<br> <hr size=""2""><strong>Premise:</strong> Absinthe is a French sports apparel brand , specialized in making swimming costumes and cycling gear .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  Absinthe is a sports apparel brand, not an alcohol brand."				1				6				
606e25a44f91ae062662e014	222	"<strong>Hypothesis:</strong> A man is buttering a piece of bread<br> <hr size=""2""><strong>Premise:</strong> There is no lemur hanging on a cord<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  there is no lemur hanging on a cord."					2					2	1	
606e25a44f91ae062662e014	461	"<strong>Hypothesis:</strong> A man is opening a package that contains headphones<br> <hr size=""2""><strong>Premise:</strong> A man is opening a small package that contains headphones<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a man is opening a small package that contains headphones."				1				6				
606e25a44f91ae062662e014	365	"<strong>Hypothesis:</strong> A shirtless man is leading a horse that is pulling a carriage<br> <hr size=""2""><strong>Premise:</strong> A shirtless woman is leading a horse that is pulling a carriage<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  woman and man are two different entities."				1				6				
606e25a44f91ae062662e014	233	"<strong>Hypothesis:</strong> a new railway station is to be built on a former railway station site in south lancashire.<br> <hr size=""2""><strong>Premise:</strong> Lancashire County Council has earmarked land on the former Glenburn Sports College and Skelmersdale College. The sports college closed in August, while Skelmersdale College's Westbank campus, owned by Newcastle College, is also unused. The decision follows a comparative study by Network Rail of both sites and one near the Concourse shopping centre. Skelmersdale's original railway station closed to passengers in 1956. The council - which owns Glenburn Sports College - said Skelmersdale could get two direct trains to Liverpool per hour under the plans it has made in partnership with Merseytravel and West Lancashire Borough Council. County councillor John Fillis, cabinet member for highways and transport, said it was an ""exciting step forward"". He said the preferred location was big enough to allow for the possibility of future expansion. He added: ""It has good highway access and good connectivity to the town and the surrounding area."" The authority confirmed it will now start the process of acquiring the relevant land. Skelmersdale was designated a new town on 9 October 1961.. It is one of the largest towns in the north west of England not to have its own railway station.<br> <hr size=""2""><strong>Relationship:</strong> contradiction<br> <hr size=""2""><strong>Explanation:</strong>  skelmersdale's original railway station closed to passengers in 1956 does not indicate that a new railway station is to be built on a former railway station site in south lancashire."						3				2		
5f4f9140758a9c05039eb874	274	"<strong>Hypothesis:</strong> scotland's olympic gold medallist laura muir believes she will be able to compete at this year's world indoor championships.<br> <hr size=""2""><strong>Premise:</strong> Media playback is not supported on this device Muir told BBC Scotland her veterinary medicine studies will mean she will not be with the Scotland team at next year's event on Australia's Gold Coast. The 24-year-old finished fourth and sixth in the 1500m and 5,000m at the World Athletics Championships. ""My exams aren't until May so Commonwealths being in April, it's just not going to work out unfortunately,"" said the middle distance runner. ""I go back to university next week. I've got a week off then back to my studies to complete my final year. Media playback is not supported on this device ""I love running for Scotland whenever I can and the Commonwealths are one of the few opportunities you can do it so, yeah, I'm gutted I'm going to be missing it. ""But you have to think about getting my degree and that was really important to me. I'm sure the team's going to do so, so well. They're going to do great. ""I think I've got at least two, even three more Olympics in me. What events? I don't know. Certainly, so much scope for the future."" However, Muir says the World Indoor Championships in March are ""potentially a target"". ""These next few months are going to be very full on with my studies,"" she explained. ""I feel like I'm in reasonable shape. I'd like to run in Birmingham."" Hellen Obiri upset defending world champion Almaz Ayana to win 5,000m gold in London, with Sifan Hassan third. Muir's time of 14 minutes 52.07 seconds was her new outdoor personal best. ""I'm really happy,"" she said after Sunday's race. ""It was really tough competition out there. I'm delighted with that. I'm really, really pleased with how I ran. ""My fifth race in 10 days - it's a lot of running and to still come away with that I think there's a lot of potential for the future.""<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  if she is going to miss the olympics, she will not be able to compete at the world indoor championships."			4				5					
5f4f9140758a9c05039eb874	171	"<strong>Hypothesis:</strong> A shirtless man is leading a horse that is pulling a carriage<br> <hr size=""2""><strong>Premise:</strong> A shirtless woman is leading a horse that is pulling a carriage<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  a woman is not a man."				1				6				
5f4f9140758a9c05039eb874	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
5f4f9140758a9c05039eb874	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
5f4f9140758a9c05039eb874	258	"<strong>Hypothesis:</strong> A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag<br> <hr size=""2""><strong>Premise:</strong> A woman in a black shirt is sitting next to a fluorescent green bag<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  a woman is sitting next to a fluorescent green bag."					2			6				
5f4f9140758a9c05039eb874	attention_question_testing_2	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2			6				
5f4f9140758a9c05039eb874	211	"<strong>Hypothesis:</strong> A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head<br> <hr size=""2""><strong>Premise:</strong> A young girl is sitting in swimming gear<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  just because the girl is sitting in swimming gear doesn't mean she is wearing a blue patterned swim suit."				1				6				
5f4f9140758a9c05039eb874	144	"<strong>Hypothesis:</strong> `` The Law of Cycles '' is an abstract concept related to magical girls in Puella Magi Madoka Magica .<br> <hr size=""2""><strong>Premise:</strong> `` This rewrites the laws of the universe , resulting in Madoka transcending into an abstract concept called `` '' The Law of Cycles '' '' which ferries magical girls away at the moment of their despair and Homura being the only one who remembers her in the new world that is formed.  ''<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  the Law of Cycles is an abstract concept related to magical girls in Puella Magi Madoka Magica."						3				2	1	
5f4f9140758a9c05039eb874	214	"<strong>Hypothesis:</strong> The woman and the man are not travelling by car<br> <hr size=""2""><strong>Premise:</strong> A woman is driving a car and is talking to the man who is seated beside her<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  a woman cannot be driving a car and not travelling by car at the same time."				1				6				
5f4f9140758a9c05039eb874	456	"<strong>Hypothesis:</strong> the british national team will play greece in the eurobasket 2017 next month.<br> <hr size=""2""><strong>Premise:</strong> Coverage will be on BBC iPlayer and the BBC Sport website and app. The two teams faced off in Patras, Greece, earlier this month, with European title contenders Greece running out winners, 92-64. Three members of that team will be missing at the Copper Box, however, offering GB a chance of revenge. ""I think it's going to be amazing - I'm from Stratford so I love playing there [at the Copper Box],"" said GB guard Teddy Okereafor. ""This is the level we need to be playing at to make sure we're 100% ready for EuroBasket this year. ""We've got a couple of guys who are going to be playing for the first time in London so it's going to be exciting for them - I think the atmosphere's going to be great."" The game will be Britain's only home game before they compete at FIBA EuroBasket 2017, which starts at the beginning of September with a qualifying group in Istanbul, Turkey. After they play Greece, coach Joe Prunty's team travel to a four-team tournament in Poland, their last warm-up games before EuroBasket starts. (BST) 17:30-19:30 - BBC iPlayer 17:30-19:30 - BBC Sport website<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  bbc iplayer and bbc sport website and app will be showing coverage of the game."				1				6				
5f4f9140758a9c05039eb874	452	"<strong>Hypothesis:</strong> The Nun earned less than $ 336.3 million globally .<br> <hr size=""2""><strong>Premise:</strong> , The Nun has grossed $ 110.8million in the United States and Canada , and $ 225.7million in other territories , for a total worldwide gross of $ 336.5million , against a production budget of $ 22million .<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  the nun cannot earn less than $ 336.3 million if it has grossed $ 110.8million in the united states and canada and $ 225.7million in other territories."			4				5			2		
5f4f9140758a9c05039eb874	50	"<strong>Hypothesis:</strong> A person is wearing a hat and is sitting on the grass<br> <hr size=""2""><strong>Premise:</strong> An old man is sitting in a field<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  not all old men wear a hat."						3				2		
5f4f9140758a9c05039eb874	302	"<strong>Hypothesis:</strong> A clown is singing and people are dancing<br> <hr size=""2""><strong>Premise:</strong> There is no clown singing and people are not dancing<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  there is no clown singing and people are dancing."			4								1	
60d613133c18457f5b39eb9d	291	"<strong>Hypothesis:</strong> In Jessie , Falkenberg is a friendless and annoying teacher .<br> <hr size=""2""><strong>Premise:</strong> Falkenberg ( Cheri Oteri ) always get Zuri in trouble , as shown in `` Teacher 's Pest '' . *Chris Bosh appeared as himself in `` Say Yes to the Messy Dress '' .<br> <hr size=""2""><strong>Relationship:</strong> neutral <br> <hr size=""2""><strong>Explanation:</strong>  not all teachers are friendless and annoying."						3	5					
60d613133c18457f5b39eb9d	Explanation-Evaluation-consent.html	consent	I have read and understood the instructions.:::Yes	I want to participate in this research and continue with the study.:::Yes										
60d613133c18457f5b39eb9d	276	"<strong>Hypothesis:</strong> The person is hiking<br> <hr size=""2""><strong>Premise:</strong> A distant person with a blue backpack is hiking area full of rocks<br> <hr size=""2""><strong>Relationship:</strong> entailment <br> <hr size=""2""><strong>Explanation:</strong>  a distant person with a blue backpack is hiking area full of rocks."				1				6				
60d613133c18457f5b39eb9d	42	"<strong>Hypothesis:</strong> The man is pouring oil on a few tomatoes<br> <hr size=""2""><strong>Premise:</strong> A man isn't pouring oil on the tomatoes.<br> <hr size=""2""><strong>Relationship:</strong> contradiction <br> <hr size=""2""><strong>Explanation:</strong>  pouring oil on tomatoes is different from pouring oil on a few tomatoes."			4								1	
60d613133c18457f5b39eb9d	attention_question_testing_1	"<strong>Hypothesis:</strong>  A snowboarder is grinding down a long rail<br> <hr size=""2""><strong>Premise:</strong>  A person is doing a trick on a snowboard<br> <hr size=""2""><strong>Relationship:</strong> neutral<br> <hr size=""2""><strong>Explanation:</strong> a person doing a trick on a snowboard is not necessarily grinding down a long rail. <br>This is a attention test, please select Weakly Yes, None"					2					2		
